longitude,latitude,feature_code,current,contested,cluster_id,segment
29.749859999999998,50.95814,PPL,RU,4,2,Cluster 3
36.31667,47.58333,PPL,CONTESTED,21,0,Cluster 1
38.38333,48.81667,PPL,UA,11,0,Cluster 1
31.78016,47.24569,PPL,UA,5,3,Cluster 4
38.90752,49.045120000000004,PPL,RU,6,0,Cluster 1
32.673759999999994,47.0991,PPL,RU,4,3,Cluster 4
34.054520000000004,51.62847,PPL,CONTESTED,25,1,Cluster 2
29.83972,50.21902,PPL,UA,8,2,Cluster 3
36.501670000000004,47.92947,PPL,UA,2,3,Cluster 4
32.49985,51.52387,PPLA2,CONTESTED,25,1,Cluster 2
36.54081,49.99923,PPL,UA,7,0,Cluster 1
36.113009999999996,47.57781,PPL,RU,1,3,Cluster 4
35.8458,47.361470000000004,PPL,RU,1,3,Cluster 4
29.548959999999997,50.19497,PPL,UA,1,2,Cluster 3
37.59988,48.224109999999996,PPL,CONTESTED,1,0,Cluster 1
38.143640000000005,49.90341,PPL,RU,15,0,Cluster 1
31.512659999999997,46.78658,PPL,UA,5,3,Cluster 4
32.674859999999995,46.57736,PPL,RU,3,3,Cluster 4
31.818240000000003,46.643879999999996,PPL,UA,5,3,Cluster 4
35.92372,47.748999999999995,PPL,CONTESTED,19,0,Cluster 1
36.328590000000005,47.7865,PPL,CONTESTED,20,0,Cluster 1
35.20684,50.43949,PPL,CONTESTED,1,2,Cluster 3
31.533109999999997,47.62065,PPL,UA,7,3,Cluster 4
34.29945,50.19912,PPL,CONTESTED,25,1,Cluster 2
38.868629999999996,48.74824,PPL,RU,6,0,Cluster 1
32.1361,51.88777,PPL,RU,20,1,Cluster 2
34.596,51.03927,PPL,CONTESTED,25,1,Cluster 2
30.67479,47.55758,PPL,UA,2,3,Cluster 4
29.419390000000003,50.14047,PPL,UA,1,2,Cluster 3
32.8197,47.07651,PPLA2,RU,4,3,Cluster 4
37.22766,49.156240000000004,PPL,CONTESTED,12,0,Cluster 1
31.7457,51.765679999999996,PPL,RU,7,2,Cluster 3
37.48904,49.7679,PPL,RU,2,0,Cluster 1
35.0475,50.46889,PPL,CONTESTED,1,2,Cluster 3
35.33599,47.217859999999995,PPL,RU,4,3,Cluster 4
32.21621,47.53581,PPL,UA,5,3,Cluster 4
33.584990000000005,50.92601,PPL,CONTESTED,25,1,Cluster 2
33.79306,51.75848,PPL,CONTESTED,25,1,Cluster 2
32.18333,51.95,PPL,RU,20,1,Cluster 2
32.39082,51.49841,PPL,CONTESTED,25,1,Cluster 2
32.01625,51.843509999999995,PPL,CONTESTED,25,1,Cluster 2
31.9,51.93333,PPL,CONTESTED,25,1,Cluster 2
31.852359999999997,47.00698,PPL,UA,6,3,Cluster 4
35.37144,47.24886,PPL,RU,4,3,Cluster 4
35.19513,47.14757,PPL,RU,3,3,Cluster 4
35.78782,47.38576,PPL,RU,1,3,Cluster 4
29.727059999999998,50.08828,PPL,UA,8,2,Cluster 3
39.48805,49.49342,PPL,RU,5,0,Cluster 1
39.51667,49.36667,PPL,RU,5,0,Cluster 1
29.3482,50.108290000000004,PPL,UA,1,2,Cluster 3
34.60587,51.02268,PPL,CONTESTED,25,1,Cluster 2
35.9292,47.28395,PPL,RU,1,3,Cluster 4
36.43333,47.91667,PPL,UA,11,0,Cluster 1
38.48924,49.20495,PPL,CONTESTED,7,0,Cluster 1
32.90978,46.11313,PPLA2,RU,7,3,Cluster 4
29.701859999999996,50.41643,PPL,UA,22,1,Cluster 2
38.29488,50.05318,PPL,RU,15,0,Cluster 1
32.86826,51.45069,PPL,CONTESTED,25,1,Cluster 2
34.50222,51.05389,PPL,CONTESTED,25,1,Cluster 2
37.693740000000005,49.76293,PPL,RU,2,0,Cluster 1
37.37642,49.10657,PPL,CONTESTED,12,0,Cluster 1
36.38926,47.9423,PPL,UA,11,0,Cluster 1
32.02069,47.18354,PPL,UA,5,3,Cluster 4
33.1112,50.80059,PPL,RU,2,2,Cluster 3
31.831,46.88863,PPL,UA,7,3,Cluster 4
39.49368,49.31641,PPL,RU,6,0,Cluster 1
38.92906,49.14792,PPL,RU,4,0,Cluster 1
33.9901,51.46535,PPL,CONTESTED,25,1,Cluster 2
38.91345,49.100770000000004,PPL,RU,6,0,Cluster 1
39.19339,49.17855,PPL,RU,4,0,Cluster 1
29.9465,50.916270000000004,PPL,RU,4,2,Cluster 3
34.68844,50.796240000000004,PPL,UA,22,1,Cluster 2
36.12358,47.1132,PPL,RU,1,3,Cluster 4
33.15,50.85,PPLX,RU,2,2,Cluster 3
32.464040000000004,46.87417,PPL,UA,3,3,Cluster 4
32.56667,46.85,PPL,RU,4,3,Cluster 4
31.62523,47.13689,PPL,UA,5,3,Cluster 4
32.0998,51.765570000000004,PPL,RU,20,1,Cluster 2
35.40515,47.42068,PPL,RU,1,3,Cluster 4
32.90396,46.199909999999996,PPL,RU,7,3,Cluster 4
31.43171,47.166090000000004,PPL,UA,5,3,Cluster 4
35.94652,47.13586,PPL,RU,1,3,Cluster 4
39.6381,48.83146,PPL,RU,15,0,Cluster 1
35.935829999999996,47.68683,PPL,CONTESTED,19,0,Cluster 1
37.40889,49.93806,PPL,RU,15,0,Cluster 1
34.38908,50.14397,PPL,CONTESTED,25,1,Cluster 2
30.01657,50.72951,PPL,CONTESTED,21,1,Cluster 2
37.59044,50.216359999999995,PPL,RU,15,0,Cluster 1
36.7479,49.34616,PPL,RU,7,0,Cluster 1
36.157990000000005,47.50138,PPL,RU,1,3,Cluster 4
37.4439,50.099070000000005,PPL,RU,15,0,Cluster 1
36.171040000000005,47.3777,PPL,RU,1,3,Cluster 4
32.20019,46.8625,PPL,UA,6,3,Cluster 4
38.586909999999996,49.183440000000004,PPL,CONTESTED,7,0,Cluster 1
36.68192,47.90112,PPL,UA,2,3,Cluster 4
36.26667,47.75,PPL,CONTESTED,20,0,Cluster 1
36.47015,47.57412,PPL,CONTESTED,20,0,Cluster 1
31.650990000000004,47.55952,PPL,UA,7,3,Cluster 4
35.35586,47.30894,PPL,RU,4,3,Cluster 4
37.451159999999994,47.25428,PPL,RU,5,0,Cluster 1
32.512679999999996,47.22425,PPL,RU,5,3,Cluster 4
32.85491,46.20113,PPL,RU,7,3,Cluster 4
35.827890000000004,47.2547,PPL,RU,1,3,Cluster 4
34.53888,50.21648,PPL,CONTESTED,25,1,Cluster 2
36.93358,49.39608,PPL,RU,7,0,Cluster 1
31.94412,51.81943,PPL,CONTESTED,25,1,Cluster 2
31.61747,47.52459,PPL,UA,7,3,Cluster 4
31.748559999999998,47.51979,PPL,UA,2,3,Cluster 4
35.581590000000006,47.551390000000005,PPL,CONTESTED,19,0,Cluster 1
32.041,51.68548,PPL,CONTESTED,25,1,Cluster 2
33.78139,51.607409999999994,PPL,CONTESTED,25,1,Cluster 2
31.47311,50.64965,PPL,RU,5,2,Cluster 3
31.08727,47.16811,PPL,UA,5,3,Cluster 4
34.12167,51.571670000000005,PPL,CONTESTED,25,1,Cluster 2
34.665279999999996,50.98972,PPL,CONTESTED,25,1,Cluster 2
39.163059999999994,48.98472,PPL,RU,6,0,Cluster 1
31.7893,47.74774,PPL,UA,2,3,Cluster 4
35.09115,50.9648,PPL,UA,22,1,Cluster 2
39.2532,49.145559999999996,PPL,RU,6,0,Cluster 1
31.97822,51.85116,PPL,CONTESTED,25,1,Cluster 2
31.66521,46.928490000000004,PPL,UA,6,3,Cluster 4
34.43889,50.801390000000005,PPL,CONTESTED,25,1,Cluster 2
39.56992,49.23718,PPL,RU,6,0,Cluster 1
34.16904,51.45385,PPL,CONTESTED,25,1,Cluster 2
35.1965,50.551520000000004,PPL,CONTESTED,1,2,Cluster 3
33.87682,51.59422,PPL,CONTESTED,25,1,Cluster 2
30.519709999999996,49.9805,PPL,UA,11,2,Cluster 3
37.163000000000004,49.13732,PPL,CONTESTED,12,0,Cluster 1
32.10372,47.622,PPL,UA,2,3,Cluster 4
36.30404,47.328920000000004,PPL,RU,1,3,Cluster 4
38.388059999999996,48.85139,PPLX,UA,11,0,Cluster 1
31.85919,47.19905,PPL,UA,5,3,Cluster 4
39.2323,48.73963,PPL,RU,6,0,Cluster 1
35.61667,47.11667,PPL,RU,1,3,Cluster 4
32.46043,51.755359999999996,PPL,RU,20,1,Cluster 2
41.91667,54.333330000000004,PPL,RU,5,0,Cluster 1
31.875740000000004,46.63555,PPL,UA,5,3,Cluster 4
34.540729999999996,50.11422,PPL,CONTESTED,25,1,Cluster 2
32.44362,51.79765,PPL,RU,20,1,Cluster 2
33.33188,50.78778,PPL,CONTESTED,25,1,Cluster 2
32.794109999999996,46.61051,PPL,RU,4,3,Cluster 4
35.34621,47.336059999999996,PPL,RU,3,3,Cluster 4
36.63333,47.88333,PPL,UA,2,3,Cluster 4
35.67361,47.2981,PPL,RU,1,3,Cluster 4
35.93333,47.03333,PPL,RU,1,3,Cluster 4
32.82032,46.70436,PPL,RU,5,3,Cluster 4
29.51169,50.4436,PPL,UA,5,2,Cluster 3
39.252759999999995,49.30814,PPL,RU,4,0,Cluster 1
31.50863,47.40715,PPL,UA,2,3,Cluster 4
30.204690000000003,51.0248,PPL,RU,4,2,Cluster 3
37.58286,47.57881,PPL,RU,10,0,Cluster 1
32.44784,51.91361,PPL,RU,20,1,Cluster 2
31.18876,47.06981,PPL,UA,5,3,Cluster 4
36.40252,50.1377,PPL,UA,7,0,Cluster 1
36.286120000000004,50.14213,PPL,CONTESTED,25,1,Cluster 2
29.955470000000002,51.01961,PPL,RU,4,2,Cluster 3
36.45,47.28333,PPL,RU,1,3,Cluster 4
39.571940000000005,49.63361,PPL,RU,5,0,Cluster 1
29.9812,50.85409,PPL,RU,4,2,Cluster 3
30.09637,50.868759999999995,PPL,RU,4,2,Cluster 3
32.30825,52.00353,PPL,RU,20,1,Cluster 2
34.00281,51.4229,PPL,CONTESTED,25,1,Cluster 2
31.29549,50.76999,PPL,RU,5,2,Cluster 3
37.56527,49.17893,PPL,CONTESTED,12,0,Cluster 1
38.381190000000004,49.00606,PPL,CONTESTED,7,0,Cluster 1
35.318690000000004,47.22459,PPL,RU,4,3,Cluster 4
29.65056,50.384440000000005,PPL,UA,22,1,Cluster 2
36.04605,47.79977,PPL,UA,1,3,Cluster 4
35.472840000000005,47.3026,PPL,RU,1,3,Cluster 4
36.036190000000005,47.71582,PPL,CONTESTED,21,0,Cluster 1
35.47894,47.20978,PPL,RU,1,3,Cluster 4
32.567840000000004,47.1685,PPL,RU,5,3,Cluster 4
31.5775,46.76681,PPL,UA,5,3,Cluster 4
33.84805,51.44936,PPL,CONTESTED,25,1,Cluster 2
35.63839,47.22233,PPL,RU,1,3,Cluster 4
39.64333,49.54361,PPL,RU,5,0,Cluster 1
35.74835,47.05283,PPL,RU,1,3,Cluster 4
36.63333,47.75,PPL,UA,2,3,Cluster 4
33.474709999999995,50.75104,PPLA2,CONTESTED,25,1,Cluster 2
36.03327,47.38047,PPL,RU,1,3,Cluster 4
29.36973,50.244690000000006,PPL,UA,5,2,Cluster 3
29.631759999999996,49.99159,PPL,UA,1,2,Cluster 3
32.79548,46.97806,PPL,RU,4,3,Cluster 4
34.68374,51.00237,PPL,CONTESTED,25,1,Cluster 2
31.841340000000002,51.68015,PPL,CONTESTED,25,1,Cluster 2
33.3572,50.85287,PPL,CONTESTED,25,1,Cluster 2
35.836999999999996,47.44781,PPL,CONTESTED,19,0,Cluster 1
30.15587,50.97525,PPL,RU,4,2,Cluster 3
32.55965,51.78065,PPL,RU,20,1,Cluster 2
34.10479,51.485170000000004,PPL,CONTESTED,25,1,Cluster 2
30.956909999999997,47.4448,PPL,UA,2,3,Cluster 4
33.32186,50.80903,PPL,RU,2,2,Cluster 3
32.12287,47.4845,PPL,UA,5,3,Cluster 4
37.60833,49.92028,PPL,RU,15,0,Cluster 1
35.402879999999996,47.18781,PPLX,RU,1,3,Cluster 4
35.3918,47.280770000000004,PPL,RU,4,3,Cluster 4
39.055659999999996,48.81863,PPL,RU,7,0,Cluster 1
37.18333,47.4,PPL,RU,6,0,Cluster 1
29.445759999999996,50.479890000000005,PPL,UA,5,2,Cluster 3
39.18285,48.68479,PPL,RU,6,0,Cluster 1
31.719040000000003,47.1852,PPL,UA,5,3,Cluster 4
36.3184,47.745309999999996,PPL,CONTESTED,20,0,Cluster 1
36.70042,47.786840000000005,PPL,UA,2,3,Cluster 4
37.23384,47.55597,PPL,RU,10,0,Cluster 1
37.7,47.1,PPL,RU,7,0,Cluster 1
31.3996,47.537729999999996,PPL,UA,7,3,Cluster 4
29.46345,50.44229,PPL,UA,5,2,Cluster 3
29.96667,50.93333,PPL,RU,4,2,Cluster 3
31.988390000000003,46.900890000000004,PPL,UA,7,3,Cluster 4
35.40031,47.18278,PPL,RU,1,3,Cluster 4
36.2,47.83333,PPL,UA,11,0,Cluster 1
34.98806,50.509440000000005,PPL,CONTESTED,1,2,Cluster 3
32.92787,46.5486,PPL,RU,4,3,Cluster 4
35.45987,47.50725,PPL,RU,1,3,Cluster 4
38.86521,48.82812,PPL,RU,6,0,Cluster 1
33.57338,50.78106,PPL,CONTESTED,25,1,Cluster 2
36.2,47.85,PPL,UA,11,0,Cluster 1
32.93448,51.41196,PPL,CONTESTED,25,1,Cluster 2
34.919959999999996,50.993790000000004,PPL,UA,22,1,Cluster 2
38.34725,49.078340000000004,PPL,CONTESTED,7,0,Cluster 1
38.98222,49.38797,PPL,RU,4,0,Cluster 1
33.47116,50.76845,PPLX,CONTESTED,25,1,Cluster 2
39.66556,49.592220000000005,PPL,RU,5,0,Cluster 1
37.37597,49.890229999999995,PPL,RU,15,0,Cluster 1
33.07735,51.3958,PPL,CONTESTED,25,1,Cluster 2
37.39397,50.131840000000004,PPL,RU,15,0,Cluster 1
32.94539,46.61776,PPL,RU,5,3,Cluster 4
37.67083,47.52738,PPL,RU,10,0,Cluster 1
36.67396,47.72658,PPL,UA,2,3,Cluster 4
32.08683,47.70339,PPL,UA,2,3,Cluster 4
29.3575,50.300129999999996,PPL,UA,5,2,Cluster 3
36.31345,47.85614,PPL,UA,11,0,Cluster 1
35.351690000000005,47.114709999999995,PPL,RU,4,3,Cluster 4
36.71269,47.86987,PPL,UA,2,3,Cluster 4
32.29702,47.493390000000005,PPL,UA,5,3,Cluster 4
38.56709,49.13909,PPL,CONTESTED,7,0,Cluster 1
29.81878,50.17429,PPL,UA,8,2,Cluster 3
34.818059999999996,50.88974,PPL,UA,22,1,Cluster 2
36.75322,49.51169,PPL,RU,7,0,Cluster 1
38.93166,48.73616,PPL,RU,7,0,Cluster 1
35.324259999999995,47.25614,PPL,RU,4,3,Cluster 4
37.81667,49.96667,PPL,RU,15,0,Cluster 1
37.69273,47.177040000000005,PPL,RU,7,0,Cluster 1
33.02563,46.17695,PPL,RU,7,3,Cluster 4
37.70261,47.081759999999996,PPL,RU,7,0,Cluster 1
37.44409,49.912690000000005,PPL,RU,15,0,Cluster 1
36.18015,47.75347,PPL,CONTESTED,21,0,Cluster 1
32.29224,51.989259999999994,PPL,RU,20,1,Cluster 2
31.23443,47.67286,PPL,UA,2,3,Cluster 4
31.32975,47.53085,PPL,UA,7,3,Cluster 4
32.09732,46.77968,PPL,UA,6,3,Cluster 4
30.03264,51.01733,PPL,RU,4,2,Cluster 3
35.81667,47.571940000000005,PPL,CONTESTED,19,0,Cluster 1
30.58333,50.43333,PPL,UA,1,2,Cluster 3
37.68157,48.32804,PPL,CONTESTED,1,0,Cluster 1
32.2037,46.7379,PPL,UA,4,3,Cluster 4
29.883329999999997,50.05,PPLX,UA,8,2,Cluster 3
29.304679999999998,50.383720000000004,PPL,UA,5,2,Cluster 3
34.56606,51.02366,PPL,CONTESTED,25,1,Cluster 2
31.328090000000003,47.40258,PPL,UA,2,3,Cluster 4
32.26321,46.80522,PPL,UA,4,3,Cluster 4
31.117440000000002,47.38592,PPL,UA,2,3,Cluster 4
36.6814,49.33752,PPL,RU,7,0,Cluster 1
32.04293,51.72967,PPL,CONTESTED,25,1,Cluster 2
31.37377,46.89926,PPL,UA,5,3,Cluster 4
38.84003,49.00332,PPL,RU,6,0,Cluster 1
32.905,46.747209999999995,PPL,RU,5,3,Cluster 4
35.22428,50.53824,PPL,CONTESTED,1,2,Cluster 3
29.9855,49.99708,PPL,UA,8,2,Cluster 3
36.489129999999996,47.71709,PPL,CONTESTED,20,0,Cluster 1
38.92055,49.227779999999996,PPL,RU,4,0,Cluster 1
33.808040000000005,51.6392,PPL,CONTESTED,25,1,Cluster 2
36.25463,47.47865,PPLA2,RU,1,3,Cluster 4
37.52362,47.44227,PPL,RU,10,0,Cluster 1
29.40745,50.24262,PPL,UA,5,2,Cluster 3
34.377320000000005,50.04967,PPL,CONTESTED,25,1,Cluster 2
31.615040000000004,46.53752,PPL,UA,5,3,Cluster 4
32.619240000000005,47.18456,PPL,RU,4,3,Cluster 4
31.52365,47.35326,PPL,UA,5,3,Cluster 4
31.66495,46.6541,PPL,UA,5,3,Cluster 4
34.00639,51.49194,PPL,CONTESTED,25,1,Cluster 2
31.79601,46.95257,PPL,UA,6,3,Cluster 4
32.82103,46.46667,PPL,RU,4,3,Cluster 4
32.89785,46.66063,PPL,RU,5,3,Cluster 4
31.21664,47.4131,PPL,UA,2,3,Cluster 4
30.516270000000002,50.469359999999995,PPLX,UA,1,2,Cluster 3
34.581959999999995,50.92087,PPL,CONTESTED,25,1,Cluster 2
30.54182,50.236090000000004,PPL,CONTESTED,18,1,Cluster 2
38.886520000000004,49.30803,PPL,RU,4,0,Cluster 1
35.21855,47.130359999999996,PPL,RU,3,3,Cluster 4
35.35385,47.44117,PPL,RU,3,3,Cluster 4
29.629509999999996,49.9476,PPL,UA,1,2,Cluster 3
29.77429,50.490590000000005,PPL,UA,22,1,Cluster 2
32.30955,47.39985,PPL,UA,5,3,Cluster 4
39.73785,49.23025,PPL,RU,6,0,Cluster 1
37.343920000000004,50.04483,PPL,RU,15,0,Cluster 1
35.31472,47.16548,PPL,RU,4,3,Cluster 4
35.56667,47.51667,PPL,CONTESTED,19,0,Cluster 1
29.90138,50.51534,PPL,UA,22,1,Cluster 2
29.72754,50.00841,PPL,UA,8,2,Cluster 3
34.47831,50.06941,PPL,CONTESTED,25,1,Cluster 2
37.7925,47.242,PPL,RU,7,0,Cluster 1
33.437670000000004,51.71611,PPL,CONTESTED,25,1,Cluster 2
29.979459999999996,50.986779999999996,PPL,RU,4,2,Cluster 3
29.92385,49.99796,PPL,UA,8,2,Cluster 3
29.3422,50.278040000000004,PPL,UA,5,2,Cluster 3
34.788990000000005,50.229279999999996,PPL,CONTESTED,25,1,Cluster 2
31.53295,46.72285,PPL,UA,5,3,Cluster 4
31.17073,50.76848,PPL,RU,5,2,Cluster 3
36.89548,49.174209999999995,PPL,CONTESTED,12,0,Cluster 1
35.202729999999995,47.06118,PPL,RU,3,3,Cluster 4
37.90914,49.81003,PPL,RU,15,0,Cluster 1
39.146390000000004,49.33139,PPL,RU,4,0,Cluster 1
31.61352,47.75165,PPL,UA,2,3,Cluster 4
36.173559999999995,47.565290000000005,PPL,RU,1,3,Cluster 4
37.75,47.26667,PPL,RU,7,0,Cluster 1
31.8604,47.07247,PPL,UA,6,3,Cluster 4
31.699720000000003,50.5787,PPL,RU,5,2,Cluster 3
36.52316,50.11224,PPL,UA,3,0,Cluster 1
39.86667,48.88333,PPL,RU,15,0,Cluster 1
31.31748,47.34359,PPL,UA,2,3,Cluster 4
31.14136,47.00098,PPL,UA,5,3,Cluster 4
32.85301,46.23573,PPL,RU,7,3,Cluster 4
32.190059999999995,51.75458,PPL,RU,20,1,Cluster 2
37.1081,49.10431,PPL,CONTESTED,12,0,Cluster 1
31.49875,47.7339,PPL,UA,2,3,Cluster 4
32.80623,46.91748,PPL,RU,4,3,Cluster 4
37.692479999999996,49.92949,PPL,RU,15,0,Cluster 1
34.96667,50.41667,PPL,CONTESTED,1,2,Cluster 3
32.14696,51.68005,PPL,RU,20,1,Cluster 2
31.37927,50.59688,PPL,RU,5,2,Cluster 3
37.92132,49.97044,PPL,RU,15,0,Cluster 1
38.984759999999994,49.441309999999994,PPL,RU,4,0,Cluster 1
32.25431,47.34847,PPL,RU,5,3,Cluster 4
31.852490000000003,47.1357,PPL,UA,5,3,Cluster 4
31.407770000000003,47.21306,PPL,UA,5,3,Cluster 4
34.8102,50.98607,PPL,UA,22,1,Cluster 2
36.675779999999996,50.04015,PPL,UA,7,0,Cluster 1
38.95044,49.26923,PPL,RU,4,0,Cluster 1
32.84282,46.64898,PPL,RU,5,3,Cluster 4
37.98385,49.95793,PPL,RU,15,0,Cluster 1
36.32498,47.82949,PPL,UA,11,0,Cluster 1
36.75053,49.41275,PPL,RU,7,0,Cluster 1
32.60646,46.949690000000004,PPL,RU,4,3,Cluster 4
35.2078,47.41823,PPL,RU,3,3,Cluster 4
35.29766,47.18265,PPL,RU,4,3,Cluster 4
39.60601,49.08555,PPL,RU,6,0,Cluster 1
34.72733,47.40521,PPL,RU,1,3,Cluster 4
34.5158,50.24287,PPL,CONTESTED,25,1,Cluster 2
37.31193,47.05625,PPLA2,RU,4,0,Cluster 1
32.02303,51.08379,PPL,CONTESTED,16,1,Cluster 2
32.1908,47.11353,PPL,RU,6,3,Cluster 4
35.52848,47.43207,PPL,RU,1,3,Cluster 4
35.52166,47.3225,PPL,RU,1,3,Cluster 4
33.50201,51.701409999999996,PPL,CONTESTED,25,1,Cluster 2
33.940909999999995,51.54906,PPL,CONTESTED,25,1,Cluster 2
32.332370000000004,51.98239,PPL,RU,20,1,Cluster 2
33.41672,50.618120000000005,PPL,CONTESTED,25,1,Cluster 2
37.16124,47.56886,PPL,RU,10,0,Cluster 1
39.150490000000005,48.753859999999996,PPL,RU,6,0,Cluster 1
34.51167,50.83524,PPL,CONTESTED,25,1,Cluster 2
35.15801,50.5348,PPL,CONTESTED,1,2,Cluster 3
32.19823,51.05547,PPL,CONTESTED,16,1,Cluster 2
36.049609999999994,47.4725,PPL,RU,1,3,Cluster 4
38.11667,49.88333,PPL,RU,15,0,Cluster 1
32.85069,47.06411,PPL,RU,4,3,Cluster 4
32.28037,47.12251,PPL,RU,6,3,Cluster 4
37.7808,47.26037,PPL,RU,7,0,Cluster 1
34.345909999999996,50.95132,PPL,CONTESTED,25,1,Cluster 2
31.817629999999998,47.07241,PPL,UA,6,3,Cluster 4
29.876240000000003,50.3077,PPL,RU,19,1,Cluster 2
37.4633,49.07266,PPL,CONTESTED,12,0,Cluster 1
31.897090000000002,46.70538,PPL,UA,5,3,Cluster 4
31.55348,46.89018,PPL,UA,5,3,Cluster 4
37.44512,47.868629999999996,PPL,CONTESTED,1,3,Cluster 4
39.44762,49.75237,PPL,RU,5,0,Cluster 1
32.76625,51.30757,PPL,CONTESTED,25,1,Cluster 2
29.41667,50.31667,PPL,UA,5,2,Cluster 3
31.464640000000003,50.689659999999996,PPL,RU,5,2,Cluster 3
29.76496,50.58166,PPL,CONTESTED,21,1,Cluster 2
29.324759999999998,50.15654,PPL,UA,1,2,Cluster 3
35.73464,47.05413,PPLX,RU,1,3,Cluster 4
37.725629999999995,50.06272,PPL,RU,15,0,Cluster 1
35.64569,47.03745,PPL,RU,1,3,Cluster 4
32.31795,47.427609999999994,PPL,UA,5,3,Cluster 4
32.094229999999996,47.28856,PPL,RU,5,3,Cluster 4
31.71107,46.71933,PPL,UA,5,3,Cluster 4
35.89756,47.25351,PPL,RU,1,3,Cluster 4
29.46963,50.33648,PPL,UA,5,2,Cluster 3
37.91341,49.90927,PPL,RU,15,0,Cluster 1
36.26259,49.9444,PPLX,UA,3,0,Cluster 1
31.21616,47.127109999999995,PPL,UA,5,3,Cluster 4
39.38333,49.66667,PPL,RU,5,0,Cluster 1
32.81031,51.4246,PPL,CONTESTED,25,1,Cluster 2
32.67205,47.079409999999996,PPL,RU,4,3,Cluster 4
35.58398,47.06816,PPL,RU,1,3,Cluster 4
37.64492,48.16348,PPL,CONTESTED,1,0,Cluster 1
36.68585,49.30891,PPL,RU,7,0,Cluster 1
36.46471,47.95663,PPL,UA,2,3,Cluster 4
35.31493,47.330859999999994,PPL,RU,3,3,Cluster 4
38.80146,48.77068,PPL,RU,6,0,Cluster 1
35.88418,46.94234,PPL,RU,1,3,Cluster 4
38.94833,48.875,PPL,RU,6,0,Cluster 1
35.78333,47.57613,PPLA2,CONTESTED,19,0,Cluster 1
30.13423,51.04629,PPL,RU,4,2,Cluster 3
32.22953,47.249390000000005,PPL,RU,5,3,Cluster 4
29.30895,50.21353,PPL,UA,5,2,Cluster 3
35.88667,47.64011,PPL,CONTESTED,19,0,Cluster 1
31.764979999999998,47.1724,PPL,UA,5,3,Cluster 4
32.36507,51.611470000000004,PPL,CONTESTED,25,1,Cluster 2
31.698420000000002,46.94263,PPL,UA,6,3,Cluster 4
37.79016,49.78307,PPL,RU,15,0,Cluster 1
37.519459999999995,50.18613,PPL,RU,15,0,Cluster 1
36.93993,49.42034,PPL,RU,7,0,Cluster 1
32.13671,47.72746,PPL,UA,2,3,Cluster 4
36.52498,47.73758,PPL,CONTESTED,20,0,Cluster 1
37.5124,47.696329999999996,PPL,UA,6,0,Cluster 1
31.770940000000003,46.87683,PPL,UA,7,3,Cluster 4
32.52982,51.8596,PPL,RU,20,1,Cluster 2
34.73718,50.4041,PPL,CONTESTED,25,1,Cluster 2
36.59698,47.74485,PPL,UA,2,3,Cluster 4
37.4779,47.508720000000004,PPL,RU,10,0,Cluster 1
35.24612,47.17232,PPL,RU,3,3,Cluster 4
31.722579999999997,46.87808,PPL,UA,7,3,Cluster 4
36.18091,47.72842,PPL,CONTESTED,21,0,Cluster 1
35.48186,47.24275,PPL,RU,1,3,Cluster 4
32.28353,51.90914,PPL,RU,20,1,Cluster 2
36.46217,47.74908,PPL,CONTESTED,20,0,Cluster 1
35.94663,47.337740000000004,PPL,RU,1,3,Cluster 4
37.616240000000005,48.24518,PPL,CONTESTED,1,0,Cluster 1
31.214809999999996,47.44044,PPL,UA,2,3,Cluster 4
31.54505,46.61472,PPLA2,UA,5,3,Cluster 4
37.63621,50.04465,PPL,RU,15,0,Cluster 1
29.771379999999997,50.991820000000004,PPL,RU,4,2,Cluster 3
30.618479999999998,50.10689,PPLA2,UA,11,2,Cluster 3
36.54687,47.82502,PPL,UA,2,3,Cluster 4
32.82232,51.37468,PPL,CONTESTED,25,1,Cluster 2
33.7566,51.63325,PPL,CONTESTED,25,1,Cluster 2
39.66794,49.01897,PPL,RU,6,0,Cluster 1
34.7,47.36667,PPL,RU,1,3,Cluster 4
35.748940000000005,47.32385,PPLX,RU,1,3,Cluster 4
36.1612,47.77418,PPL,CONTESTED,20,0,Cluster 1
31.36246,47.2808,PPL,UA,5,3,Cluster 4
31.015309999999996,47.81157,PPL,UA,2,3,Cluster 4
30.4431,50.62754,PPL,UA,7,2,Cluster 3
31.826190000000004,51.76463,PPL,CONTESTED,25,1,Cluster 2
31.86465,51.93466,PPL,CONTESTED,25,1,Cluster 2
30.586759999999998,50.18915,PPL,UA,11,2,Cluster 3
34.88002,50.863240000000005,PPLX,UA,22,1,Cluster 2
31.672309999999996,50.6006,PPL,RU,5,2,Cluster 3
36.568940000000005,47.66252,PPL,CONTESTED,20,0,Cluster 1
36.08333,47.31667,PPL,RU,1,3,Cluster 4
31.74517,47.20686,PPL,UA,5,3,Cluster 4
36.20854,47.82294,PPL,UA,11,0,Cluster 1
31.25305,46.92926,PPL,UA,5,3,Cluster 4
37.96796,49.84063,PPL,RU,15,0,Cluster 1
32.4871,47.321670000000005,PPL,UA,5,3,Cluster 4
31.8,47.75,PPL,UA,2,3,Cluster 4
31.40472,47.370090000000005,PPL,UA,2,3,Cluster 4
34.69024,47.42903,PPL,RU,1,3,Cluster 4
31.696279999999998,47.67168,PPL,UA,2,3,Cluster 4
