geonameid,city,longitude,latitude,feature_code,20220227,20220228,20220301,20220302,20220303,20220304,20220305,20220308,20220309,20220310,20220311,20220312,20220313,20220314,20220315,20220316,20220317,20220318,20220319,20220320,20220321,20220322,20220323,20220324,20220325,initial,current,occupy_change,contested
698004.0,Pantiukhyne,39.44762,49.75237,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
698046.0,Palchyky,32.76625,51.30757,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
698083.0,Novi Ozeriany,29.41667,50.31667,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698091.0,Ozeriany,31.464640000000003,50.689659999999996,PPL,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,5
698096.0,Ozershchyna,29.76496,50.58166,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,21
698115.0,Ozera,29.324759999999998,50.15654,PPL,UA,UA,UA,UA,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,1
698144.0,Otvazhnyy,35.73464,47.05413,PPLX,CONTESTED,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPLX,RU,Yes,1
698153.0,Odradne,37.725629999999995,50.06272,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
698156.0,Vidradne,35.64569,47.03745,PPL,CONTESTED,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
698160.0,Otradne,32.31795,47.427609999999994,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698208.0,Ostrovske,32.094229999999996,47.28856,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,5
698209.0,Ostrivka,31.71107,46.71933,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698229.0,Ostrykivka,35.89756,47.25351,PPL,CONTESTED,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
698269.0,Osivtsi,29.46963,50.33648,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698281.0,Mykolaivka,37.91341,49.90927,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
698286.0,Osnova,36.26259,49.9444,PPLX,UA,UA,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPLX,UA,Yes,3
698287.0,Osnova,31.21616,47.127109999999995,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698322.0,Osikovo,39.38333,49.66667,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
698330.0,Osich,32.81031,51.4246,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
698365.0,Lyubyne,32.67205,47.079409999999996,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,UA,UA,RU,UA,UA,UA,UA,RU,RU,RU,RU,UA,UA,UA,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,4
698366.0,Orlove,35.58398,47.06816,PPL,CONTESTED,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
698375.0,Orlivka,37.64492,48.16348,PPL,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,CONTESTED,PPL,CONTESTED,Yes,1
698392.0,Orlikoyarskiy,36.68585,49.30891,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,7
698402.0,Orestopil,36.46471,47.95663,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
698410.0,Petrivka,35.31493,47.330859999999994,PPL,UA,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,3
698414.0,Orikhove-Donetske,38.80146,48.77068,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,6
698421.0,Orikhivka,35.88418,46.94234,PPL,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,1
698427.0,Orekhov,38.94833,48.875,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,6
698428.0,Orikhiv,35.78333,47.57613,PPLA2,CONTESTED,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPLA2,CONTESTED,Yes,19
698452.0,Orane,30.13423,51.04629,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
698481.0,Lobriyivka,32.22953,47.249390000000005,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,5
698487.0,Onyshpil,29.30895,50.21353,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698499.0,Omelnyk,35.88667,47.64011,PPL,CONTESTED,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,19
698510.0,Olshanske,31.764979999999998,47.1724,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698513.0,Vilshane,32.36507,51.611470000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
698524.0,Malovarvarivka,31.698420000000002,46.94263,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,6
698533.0,Vilshana,37.79016,49.78307,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
698562.0,Vilkhuvatka,37.519459999999995,50.18613,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
698564.0,Vilkhuvatka,36.93993,49.42034,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,7
698575.0,Olhopil,32.13671,47.72746,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
698577.0,Olhivske,36.52498,47.73758,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,20
698584.0,Olhynka,37.5124,47.696329999999996,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,6
698587.0,Chumaky,31.770940000000003,46.87683,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,7
698603.0,Oleshnia,32.52982,51.8596,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,PPL,RU,No,20
698605.0,Oleshnia,34.73718,50.4041,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
698643.0,Levadne,36.59698,47.74485,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
698645.0,Stritenka,37.4779,47.508720000000004,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,10
698646.0,Tarsalak,35.24612,47.17232,PPL,UA,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,3
698647.0,Novomykhaylivka,31.722579999999997,46.87808,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,7
698658.0,Olenokostiantynivka,36.18091,47.72842,PPL,CONTESTED,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,21
698664.0,Solovivka,35.48186,47.24275,PPL,CONTESTED,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
698689.0,Okhramiievychi,32.28353,51.90914,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,PPL,RU,No,20
698695.0,Okhotnyche,36.46217,47.74908,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,20
698756.0,Ocheretuvate,35.94663,47.337740000000004,PPL,CONTESTED,UA,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
698759.0,Ocheretyne,37.616240000000005,48.24518,PPL,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,CONTESTED,PPL,CONTESTED,Yes,1
698768.0,Ochakivske,31.214809999999996,47.44044,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
698770.0,Ochakiv,31.54505,46.61472,PPLA2,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPLA2,UA,Yes,5
698778.0,Obukhivka,37.63621,50.04465,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
698781.0,Obukhovychi,29.771379999999997,50.991820000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
698782.0,Obukhiv,30.618479999999998,50.10689,PPLA2,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPLA2,UA,Yes,11
698793.0,Obratne,36.54687,47.82502,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
698809.0,Obmachiv,32.82232,51.37468,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
698810.0,Oblozhky,33.7566,51.63325,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
698848.0,Nozdrivka,39.66794,49.01897,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,6
698855.0,Novyy Troitskiy,34.7,47.36667,PPL,UA,UA,UA,UA,UA,CONTESTED,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
698856.0,Novyy Tokmak,35.748940000000005,47.32385,PPLX,CONTESTED,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPLX,RU,Yes,1
698862.0,Novyy Svet,36.1612,47.77418,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,20
698872.0,Starooleksiyivka,31.36246,47.2808,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698875.0,Kalynivka,31.015309999999996,47.81157,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
698929.0,Novi Petrivtsi,30.4431,50.62754,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,7
698933.0,Novi Mlyny,31.826190000000004,51.76463,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
698940.0,Novi Borovychi,31.86465,51.93466,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
698941.0,Novyye Bezradichi,30.586759999999998,50.18915,PPL,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,11
698944.0,Novi Basy,34.88002,50.863240000000005,PPLX,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,PPLX,UA,Yes,22
698950.0,Novyi Bykiv,31.672309999999996,50.6006,PPL,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,5
698973.0,Novozlatopil,36.568940000000005,47.66252,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,20
698977.0,Novo-Zelena,36.08333,47.31667,PPL,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
698982.0,Novoyurivka,31.74517,47.20686,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
698985.0,Nove Zaporizhzhia,36.20854,47.82294,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,11
699011.0,Krutoyarka,31.25305,46.92926,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
699013.0,Novoiehorivka,37.96796,49.84063,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
699014.0,Novoyehorivka,32.4871,47.321670000000005,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
699022.0,Novo-Yavlenka,31.8,47.75,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
699032.0,Novovoskresenka,31.40472,47.370090000000005,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
699039.0,Novovodiane,34.69024,47.42903,PPL,UA,UA,UA,UA,UA,CONTESTED,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
699045.0,Novovolodymyrivka,31.696279999999998,47.67168,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
699064.0,Novouspenivske,36.391459999999995,47.73878,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,20
699068.0,Ptyche,31.1356,47.648270000000004,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
699091.0,Novotiahynka,32.99719,46.748979999999996,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
699109.0,Novotymofiivka,32.79169,46.84595,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
699122.0,Novosvitlivka,31.18437,47.19985,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
