geonameid,city,longitude,latitude,feature_code,20220227,20220228,20220301,20220302,20220303,20220304,20220305,20220308,20220309,20220310,20220311,20220312,20220313,20220314,20220315,20220316,20220317,20220318,20220319,20220320,20220321,20220322,20220323,20220324,20220325,initial,current,occupy_change,contested
706554.0,Novopavlivka,31.07074,47.268879999999996,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
706560.0,Sosnivka,32.11408,51.77868,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,PPL,RU,No,20
706564.0,Kozatske,31.650190000000002,50.63445,PPL,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,5
706586.0,Kozache,34.20389,51.4699,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
706596.0,Kozachi Laheri,32.98194,46.70538,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
706602.0,Trudove,35.966570000000004,47.25773,PPL,CONTESTED,UA,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
706623.0,Katerynivka,37.47785,50.005590000000005,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
706631.0,Katerynivka,37.24987,47.43578,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,10
706638.0,Katalyne,31.86692,46.76446,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,7
706645.0,Katanske,35.15267,50.39291,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
706647.0,Kasianivka,37.56722,49.88472,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
706648.0,Kasianivka,37.5326,47.29653,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,7
706654.0,Svitlytske,32.31828,47.55385,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
706655.0,Kaskivka,39.583090000000006,49.67569,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
706665.0,Kashperovka,31.8,47.28333,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
706666.0,Kashpero-Mykolayivka,32.19039,47.377140000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,5
706668.0,Koshliaky,29.67779,50.00362,PPL,UA,UA,UA,UA,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,1
706715.0,Karpylivka,30.01665,51.12018,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
706722.0,Karpenkove,33.03581,51.2895,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
706733.0,Korolivka,29.89957,49.98803,PPL,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,8
706751.0,Viktorivka,30.99788,47.72527,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
706752.0,Karlovka,37.45,47.58333,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,10
706753.0,Karlivka,32.124179999999996,47.50464,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
706770.0,Kardashivka,34.862759999999994,50.269040000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
706784.0,Karaiashnyk,39.231190000000005,49.37055,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
706785.0,Karavan-Solodkyi,39.3136,49.421640000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
706789.0,Karatsiubyne,32.99669,51.370909999999995,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
706853.0,Karabachyn,29.45705,50.27666,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
706886.0,Kapytolivka,37.34838,49.19379,PPL,UA,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,12
706906.0,Kandybyne,32.04395,47.17646,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,6
706919.0,Komyshi,34.47633,50.311209999999996,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
706928.0,Komyshuvate,37.16942,47.086240000000004,PPL,UA,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,4
706939.0,Komyshuvakha,36.59065,47.88882,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
706955.0,Kamka,32.53465,51.89725,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,PPL,RU,No,20
706956.0,Kamka,31.81413,51.87294,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
707010.0,Kamiana Yaruha,36.5992,49.89307,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,18
707015.0,Kamyana Balka,31.31314,47.41325,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
707041.0,Kamianka,35.06543,50.41458,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
707046.0,Kamianka,37.831070000000004,49.97964,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
707048.0,Kamianka,39.364979999999996,49.637190000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
707050.0,Kamenka,38.807790000000004,49.15348,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
707051.0,Kamianka,37.294990000000006,49.123870000000004,PPL,UA,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,12
707062.0,Kamyanka,31.83533,47.645309999999995,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
707064.0,Kamyanka,31.789279999999998,47.52681,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
707065.0,Kamianka,37.69702,47.4203,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,6
707066.0,Lymanske,31.434829999999998,46.80109,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
707067.0,Kamyanka,31.672859999999996,46.81654,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
707075.0,Novomykolayivka,37.38889,47.439440000000005,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,10
707078.0,Kamianetske,35.1208,50.41556,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
707112.0,Kalmykivka,39.855940000000004,49.27564,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,6
707113.0,Kalmykivka,38.664159999999995,49.30321,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
707137.0,Kalynove,37.65044,48.29749,PPL,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,CONTESTED,PPL,CONTESTED,Yes,1
707164.0,Kalynivske,36.45686,47.85993,PPL,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,11
707167.0,Kalynivka,31.90907,47.63435,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
707169.0,Lymanivka,35.38602,47.378170000000004,PPL,CONTESTED,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,4
707172.0,Kalynivka,32.18071,47.04732,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,6
707196.0,Kalynove,37.46504,47.45775,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,10
707219.0,Kalchyk,37.59962,47.307829999999996,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,7
707223.0,Kriakivka,38.89678,48.77045,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,7
707250.0,Kagarlyki,32.1,51.05,PPL,UA,UA,UA,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,16
707278.0,Kachaly,29.833840000000002,50.69775,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,21
707282.0,Kabychivka,39.74465,49.45729,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
707292.0,Izium,37.276790000000005,49.20697,PPLA2,UA,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,PPLA2,CONTESTED,Yes,12
707312.0,Yizhytske,31.55392,46.751129999999996,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
707363.0,Ivanivka,32.0973,51.913940000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
707376.0,Ivanivka,37.969590000000004,49.818059999999996,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
707388.0,Ivanivka,37.10618,49.27476,PPL,UA,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,12
707434.0,Ivanivka,37.319759999999995,47.57948,PPL,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,10
707435.0,Ivanivka,31.02448,47.578140000000005,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
707438.0,Ivanivka,34.75996,47.47782,PPL,UA,UA,UA,UA,UA,CONTESTED,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
707447.0,Ivanivka,31.32409,47.11508,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
707448.0,Ivano-Kepyne,32.85313,47.04179,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,UA,UA,RU,UA,UA,UA,UA,RU,RU,RU,RU,UA,UA,UA,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,4
707450.0,Ivanivka,31.15945,47.02755,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
707454.0,Berezan,31.54362,46.74151,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,5
707468.0,Ivanivka,31.626309999999997,46.90116,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,6
707472.0,Ivano-Fedorivka,30.89418,47.48985,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
707489.0,Ivankiv,29.89426,50.93865,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,4
707539.0,Isjum,37.31688,49.221109999999996,PPL,UA,UA,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,UA,UA,UA,UA,UA,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,12
707546.0,Ishchenskoye,33.01667,46.26667,PPL,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,7
707565.0,Irpin,30.25055,50.52175,PPL,CONTESTED,CONTESTED,UA,UA,UA,CONTESTED,CONTESTED,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,21
707602.0,Inhulets,32.825990000000004,46.789640000000006,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
707608.0,Pivneve,38.44018,49.156420000000004,PPL,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,CONTESTED,UA,RU,RU,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,7
707629.0,Shevchenko,30.84647,47.61051,PPL,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,2
707630.0,Shevchenka,35.18781,47.409279999999995,PPL,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,3
707646.0,Nadbuzke,31.859820000000003,46.99588,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,6
707652.0,Zaporizhzhia,35.742459999999994,47.15214,PPL,CONTESTED,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
707658.0,Imeni Dzerzhinskogo,36.31667,47.6,PPL,CONTESTED,UA,UA,UA,UA,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,Yes,21
707690.0,Ilkucha,31.9252,51.894259999999996,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
707698.0,Il’inovka,35.45373,47.31912,PPL,CONTESTED,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
707699.0,Illinka,38.037040000000005,49.81586,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
707721.0,Ilchenkove,35.79855,47.39759,PPL,CONTESTED,UA,UA,UA,UA,UA,UA,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,Yes,1
707758.0,Hlukhiv,33.9162,51.67822,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
