date,longitude,latitude,a_rus_pred,t_airstrike_pred,t_armor_pred,t_raid_pred,t_cyber_pred,t_artillery_pred,t_milcas_pred,region
20220312,38.427,48.87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,east
20220312,37.561,49.037,1.0,0.0,0.0,0.0,0.0,1.0,0.0,east
20220312,24.711,48.923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,west
20220312,30.221,48.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,center
20220312,30.846,50.533,1.0,0.0,0.0,0.0,0.0,1.0,0.0,center
20220312,37.484,47.598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,east
20220312,32.266,48.511,1.0,0.0,0.0,0.0,0.0,1.0,0.0,center
20220312,37.278,49.191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,east
20220312,24.903,49.808,1.0,0.0,0.0,0.0,0.0,1.0,0.0,west
20220312,36.842,49.451,1.0,0.0,0.0,0.0,0.0,1.0,0.0,east
20220313,37.248,47.779,1.0,0.0,0.0,0.0,0.0,1.0,0.0,east
